Desagregación,Código subregión,Subregión,Código entidad,Entidad,Pilar,Número ODS,Nombre ODS,Número meta,Nombre meta,Número indicador,Indicador,Valor,Numerador,Denominador,Año,Fuente,Unidad de medida
Municipal,SR04,Nordeste,05031,Amalfi,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),30.89790974,2185.24264,7072.461078,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR04,Nordeste,05190,Cisneros,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),28.50368162,956.2985185,3355,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05647,San Andrés de Cuerquía,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),33.5730196,699.6617284,2084,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05315,Guadalupe,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),28.10109813,512.2830189,1823,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05313,Granada,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),21.91267891,961.5283505,4388,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05664,San Pedro de los Milagros,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),19.745018,1400.997375,7095.447444,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05044,Anzá,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),12.31880723,259.0645161,2103,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05145,Caramanta,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),23.33333333,398.0666667,1706,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05847,Urrao,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),30.63641779,3603.247032,11761.31967,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR09,Urabá,05475,Murindó,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),72.66219239,757.8666667,1043,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR09,Urabá,05873,Vigía del Fuerte,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),59.41303296,903.4642857,1520.65,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05887,Yarumal,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),24.01929335,2873.18787,11962,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05467,Montebello,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),36.26082993,943.869403,2603,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05411,Liborina,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),27.18178705,911.3851852,3352.925926,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05206,Concepción,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),33.44496943,601.675,1799,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR09,Urabá,05045,Apartadó,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),37.0107616,11119.22402,30043.21862,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR03,Magdalena Medio,05142,Caracolí,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),12.8913142,217.4764706,1687,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05361,Ituango,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),49.54526808,3639.47153,7345.75,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05059,Armenia,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),19.05964351,331.4472006,1739,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR01,Valle de Aburrá,05088,Bello,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),11.33963661,17004.64349,149957.5698,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR04,Nordeste,05670,San Roque,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),14.82673199,1164.639798,7855,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR03,Magdalena Medio,05585,Puerto Nare,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),19.20490703,1037.449078,5402,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR02,Bajo Cauca,05120,Cáceres,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),0,0,0,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05138,Cañasgordas,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),34.50805245,1930.492308,5594.324138,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05667,San Rafael,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),17.26823435,1055.959363,6115.039566,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR01,Valle de Aburrá,05129,Caldas,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),19.67591829,4067.085994,20670.37449,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR02,Bajo Cauca,05154,Caucasia,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),41.36090093,8926.21184,21581.28,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05002,Abejorral,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),25.15952755,1544.543396,6139,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05030,Amagá,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),26.40700045,2326.102596,8808.658904,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05313,Granada,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),5.62685227,321.1807276,5708,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05347,Heliconia,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),11.35997296,293.2009021,2581,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05856,Valparaíso,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),23.91378821,469.4276625,1963,2019,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR04,Nordeste,05670,San Roque,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),20.99222028,1418.654246,6758,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05264,Entrerríos,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),20.64388876,619.8961404,3002.807018,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05861,Venecia,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),27.0220016,1170.402838,4331.295865,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05368,Jericó,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),31.35775387,1331.136652,4245,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05148,El Carmen de Viboral,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),16.85438693,2262.532901,13424,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05042,Santa Fé de Antioquia,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),15.47703421,1776.663356,11479.35277,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05686,Santa Rosa de Osos,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),13.74965441,1512.461985,11000,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR04,Nordeste,05885,Yalí,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),17.27719298,410.3333333,2375,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05761,Sopetrán,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),28.80133639,1739.024691,6038,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05697,El Santuario,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),18.93477756,1953.711005,10318.10909,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05021,Alejandría,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),18.02461678,280.8235294,1558,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05658,San José de la Montaña,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),19.04798563,247.4333333,1299,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05209,Concordia,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),41.09030387,2324.363819,5656.72093,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05004,Abriaquí,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),27.34680494,215.492823,788,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05856,Valparaíso,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),33.72634834,737.5952381,2187,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05113,Buriticá,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),24.77098334,471.3918129,1903,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05347,Heliconia,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),39.44458971,945.4868154,2397,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR02,Bajo Cauca,05895,Zaragoza,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),48.22929428,3870.770791,8025.767014,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05036,Angelópolis,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),36.0233875,680.7040619,1889.617021,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR01,Valle de Aburrá,05308,Girardota,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),22.87927036,3057.637667,13364.22717,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05321,Guatapé,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),12.84483827,360.9399555,2810,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05134,Campamento,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),40.11350711,1023.295567,2551,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR01,Valle de Aburrá,05266,Envigado,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),5.075624212,2911.484107,57362.08958,2013,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05400,La Unión,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),15.12660446,988.9773996,6538,2019,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05004,Abriaquí,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),25.97462461,202.8618182,781,2019,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR01,Valle de Aburrá,05380,La Estrella,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),22.08652078,5236.051482,23707,2019,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR02,Bajo Cauca,05250,El Bagre,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),69.308749,10116.99809,14597,2019,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05615,Rionegro,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),13.50286889,5907.910225,43753,2019,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR04,Nordeste,05690,Santo Domingo,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),30.14892886,1127.871429,3741,2019,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05656,San Jerónimo,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),36.19790407,1679.582749,4640,2019,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05649,San Carlos,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),37.7508181,2034.769096,5390,2019,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05042,Santa Fé de Antioquia,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),29.61732937,2455.572778,8291,2019,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05697,El Santuario,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),18.13761214,1785.103786,9842,2019,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05664,San Pedro de los Milagros,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),19.15912764,1251.665809,6533,2019,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR01,Valle de Aburrá,05360,Itagüí,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),20.41292361,18395.51437,90117,2019,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR01,Valle de Aburrá,05266,Envigado,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),12.43149458,9574.152751,77015.29927,2019,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR02,Bajo Cauca,05895,Zaragoza,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),66.45921646,4883.423226,7348,2019,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR01,Valle de Aburrá,05360,Itagüí,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),18.55325983,18132.47189,97732,2021,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR09,Urabá,05147,Carepa,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),35.91705732,5872.438871,16350,2021,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05854,Valdivia,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),47.61936721,2394.777977,5029,2021,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR04,Nordeste,05031,Amalfi,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),20.98873845,1975.669951,9413,2021,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR02,Bajo Cauca,05495,Nechí,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),46.51916833,3987.623109,8572,2021,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05038,Angostura,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),34.48061783,1297.160843,3762,2021,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR01,Valle de Aburrá,05308,Girardota,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),23.91688848,4203.393151,17575,2021,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05647,San Andrés de Cuerquía,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),48.69343697,1137.965622,2337,2021,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR01,Valle de Aburrá,05631,Sabaneta,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),14.49908073,4827.468928,33295,2021,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR01,Valle de Aburrá,05380,La Estrella,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),23.52891569,5971.168225,25378,2021,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05649,San Carlos,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),34.72866998,2083.372912,5999,2021,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
